,location,total_sqft,bath,price,bhk
7580,Whitefield,1216.0,2.0,80.0,2
7581,Whitefield,2900.0,4.0,225.0,4
7582,Whitefield,1340.0,2.0,101.0,2
7584,Whitefield,1500.0,3.0,78.57,3
7585,Whitefield,1626.0,3.0,85.0,3
7587,Whitefield,1100.0,2.0,65.0,2
7589,Whitefield,1270.0,2.0,65.0,3
7590,Whitefield,3117.0,3.0,261.0,3
7591,Whitefield,1216.0,2.0,73.0,2
7593,Whitefield,3150.0,3.0,290.0,3
7595,Whitefield,2956.0,5.0,234.0,4
7599,Whitefield,2247.0,3.0,145.0,3
7600,Whitefield,3940.0,5.0,265.0,4
7602,Whitefield,1160.0,2.0,67.0,2
7604,Whitefield,1180.0,2.0,77.0,2
7605,Whitefield,2140.0,3.0,139.0,3
7606,Whitefield,1314.0,2.0,84.0,2
7613,Whitefield,1431.0,3.0,85.0,3
7614,Whitefield,524.0,1.0,29.0,1
7615,Whitefield,2830.0,4.0,161.0,4
7616,Whitefield,2135.0,3.0,149.0,4
7618,Whitefield,3075.0,2.0,188.0,4
7619,Whitefield,1760.0,3.0,160.0,3
7620,Whitefield,1655.0,3.0,110.0,3
7621,Whitefield,840.0,1.0,57.0,1
7622,Whitefield,1725.0,3.0,106.0,3
7625,Whitefield,516.0,1.0,39.0,1
7627,Whitefield,6000.0,4.0,410.0,4
7628,Whitefield,1639.0,3.0,107.0,3
7629,Whitefield,1820.0,3.0,113.0,3
7631,Whitefield,3565.0,4.0,218.0,4
7632,Whitefield,3410.0,5.0,253.0,4
7635,Whitefield,4500.0,4.0,330.0,4
7636,Whitefield,1250.0,2.0,85.0,2
7638,Whitefield,1277.0,2.0,77.0,2
7639,Whitefield,1820.0,3.0,140.0,3
7640,Whitefield,3453.0,4.0,247.0,4
7646,Whitefield,2280.0,4.0,125.0,3
7647,Whitefield,2882.0,5.0,200.0,4
7649,Whitefield,1639.5,3.0,92.63,3
7652,Whitefield,1190.0,2.0,70.0,2
7654,Whitefield,1270.0,2.0,94.0,2
7655,Whitefield,1220.0,2.0,89.0,2
7658,Whitefield,3758.0,3.0,300.0,3
7663,Whitefield,1216.0,2.0,72.0,2
7665,Whitefield,5400.0,5.0,475.0,4
7666,Whitefield,1396.0,3.0,74.0,3
7675,Whitefield,1615.0,3.0,96.9,3
7681,Whitefield,1200.0,2.0,70.0,2
7684,Whitefield,1216.0,2.0,75.0,2
7686,Whitefield,2321.0,4.0,157.0,3
7687,Whitefield,1224.0,2.0,75.0,2
7688,Whitefield,1655.0,3.0,113.0,3
7690,Whitefield,4144.0,5.0,331.0,5
7693,Whitefield,1200.0,3.0,67.75,3
7694,Whitefield,2444.0,4.0,145.0,4
7695,Whitefield,1270.0,2.0,110.0,2
7696,Whitefield,1660.0,3.0,110.0,3
7697,Whitefield,1270.0,2.0,105.0,2
7699,Whitefield,1173.0,2.0,78.2,2
7700,Whitefield,1362.0,2.0,85.0,2
7702,Whitefield,1457.0,2.0,105.0,3
7703,Whitefield,1720.0,3.0,128.0,3
7707,Whitefield,1564.0,3.0,103.0,3
7711,Whitefield,1639.0,3.0,107.0,3
7712,Whitefield,1760.0,3.0,139.0,3
7713,Whitefield,613.0,1.0,48.0,1
7714,Whitefield,1730.0,3.0,125.0,3
7716,Whitefield,877.0,1.0,59.0,1
7720,Yelachenahalli,1464.0,2.0,105.0,3
7721,Yelachenahalli,2400.0,1.0,150.0,2
7722,Yelachenahalli,1700.0,3.0,130.0,3
7723,Yelachenahalli,1080.0,2.0,55.0,2
7724,Yelachenahalli,1400.0,2.0,78.0,2
7725,Yelachenahalli,1330.0,3.0,73.5,3
7726,Yelachenahalli,800.0,1.0,30.0,2
7727,Yelachenahalli,1100.0,2.0,60.0,2
7728,Yelachenahalli,1365.0,2.0,72.0,3
7729,Yelachenahalli,1103.0,2.0,55.0,2
7730,Yelachenahalli,1000.0,2.0,50.0,2
7732,Yelahanka,1326.0,2.0,78.0,2
7739,Yelahanka,1705.0,3.0,95.0,3
7740,Yelahanka,1234.0,2.0,80.0,2
7741,Yelahanka,1315.0,2.0,85.0,2
7742,Yelahanka,1170.0,2.0,62.5,2
7744,Yelahanka,697.0,1.0,45.0,1
7747,Yelahanka,2195.0,4.0,127.0,3
7749,Yelahanka,1614.0,3.0,95.0,3
7751,Yelahanka,628.0,1.0,24.0,1
7754,Yelahanka,654.0,1.0,38.4,1
7762,Yelahanka,1825.0,3.0,105.0,3
7763,Yelahanka,1603.0,3.0,96.0,3
7764,Yelahanka,1304.0,2.0,79.0,2
7770,Yelahanka,1517.0,3.0,76.3,3
7774,Yelahanka,1327.0,2.0,85.0,2
7777,Yelahanka,1566.0,3.0,97.0,3
7779,Yelahanka,1270.0,2.0,78.0,2
7780,Yelahanka,1400.0,2.0,80.54,3
7782,Yelahanka,1322.0,2.0,86.0,2
7783,Yelahanka,1100.0,2.0,70.0,2
7784,Yelahanka,1200.0,2.0,70.0,2
7786,Yelahanka,4000.0,5.0,220.0,5
7787,Yelahanka,2675.0,4.0,140.0,4
7789,Yelahanka,654.0,1.0,37.0,1
7790,Yelahanka,1465.0,3.0,80.01,3
7794,Yelahanka,1692.0,3.0,83.0,3
7799,Yelahanka,2145.0,3.0,125.0,3
7801,Yelahanka,1322.0,2.0,75.0,2
7804,Yelahanka,602.0,1.0,26.0,1
7805,Yelahanka,1100.0,2.0,60.0,2
7806,Yelahanka,1614.0,2.0,100.0,3
7807,Yelahanka,1890.0,3.0,108.0,3
7808,Yelahanka,1556.0,3.0,86.0,3
7809,Yelahanka,1610.0,4.0,85.0,3
7815,Yelahanka,1859.0,3.0,108.0,3
7817,Yelahanka,1322.0,2.0,80.0,2
7820,Yelahanka,2600.0,4.0,175.0,4
7821,Yelahanka,1305.0,2.0,78.0,2
7823,Yelahanka,1711.0,3.0,85.61,3
7824,Yelahanka,1315.0,2.0,75.0,2
7825,Yelahanka,3600.0,6.0,200.0,6
7827,Yelahanka,1614.0,3.0,95.0,3
7828,Yelahanka,1650.0,3.0,105.0,3
7833,Yelahanka,3990.0,4.0,260.0,4
7834,Yelahanka,1620.0,3.0,90.0,3
7835,Yelahanka,654.0,1.0,36.25,1
7836,Yelahanka,1614.0,3.0,93.0,3
7837,Yelahanka,694.0,1.0,30.84,1
7838,Yelahanka,1115.0,2.0,60.0,2
7839,Yelahanka,2317.0,4.0,140.0,3
7840,Yelahanka,1653.0,3.0,93.0,3
7841,Yelahanka,654.0,1.0,38.0,1
7843,Yelahanka,1445.0,2.0,82.0,2
7845,Yelahanka,602.0,1.0,38.0,1
7846,Yelahanka,697.0,1.0,35.0,1
7848,Yelahanka,682.0,1.0,36.23,1
7850,Yelahanka,1560.0,2.0,98.0,3
7851,Yelahanka,1780.0,3.0,107.0,3
7852,Yelahanka,1342.0,2.0,75.0,3
7853,Yelahanka,1823.0,3.0,103.0,3
7854,Yelahanka,1792.0,3.0,104.0,3
7855,Yelahanka,1304.0,2.0,69.97,2
7858,Yelahanka,1300.0,2.0,69.23,2
7859,Yelahanka,1705.0,3.0,91.0,3
7861,Yelahanka,1835.0,3.0,108.0,3
7862,Yelahanka,1847.0,3.0,92.0,3
7864,Yelahanka,1890.0,3.0,109.0,3
7865,Yelahanka,700.0,1.0,38.0,1
7866,Yelahanka,1491.0,3.0,85.0,3
7867,Yelahanka,2088.0,5.0,110.0,4
7870,Yelahanka,3019.0,6.0,190.0,4
7872,Yelahanka,1600.0,3.0,100.0,3
7876,Yelahanka,1705.0,3.0,85.0,3
7877,Yelahanka,1350.0,2.0,85.0,3
7878,Yelahanka,1633.0,3.0,110.0,3
7879,Yelahanka,827.5,1.0,42.535,1
7881,Yelahanka,1355.0,2.0,75.0,3
7884,Yelahanka,1104.0,2.0,58.0,2
7886,Yelahanka,1175.0,2.0,67.77,2
7887,Yelahanka,1322.0,2.0,77.9,2
7888,Yelahanka,602.0,1.0,33.0,1
7889,Yelahanka,1315.0,2.0,77.0,2
7892,Yelahanka,567.0,1.0,25.0,1
7894,Yelahanka,602.0,2.0,30.0,1
7896,Yelahanka,1234.0,2.0,80.0,2
7899,Yelahanka,1267.0,3.0,78.0,2
7900,Yelahanka,1360.0,2.0,78.19,2
7902,Yelahanka New Town,650.0,1.0,33.0,1
7903,Yelahanka New Town,500.0,1.0,20.0,1
7904,Yelahanka New Town,440.0,1.0,16.5,1
7905,Yelahanka New Town,1610.0,3.0,92.0,3
7906,Yelahanka New Town,1700.0,3.0,90.0,3
7907,Yelahanka New Town,650.0,1.0,20.0,1
7908,Yelahanka New Town,350.0,1.0,13.5,1
7910,Yelahanka New Town,1385.0,2.0,65.0,2
7911,Yelahanka New Town,500.0,2.0,24.0,1
7912,Yelahanka New Town,650.0,1.0,17.0,1
7913,Yelahanka New Town,450.0,1.0,16.0,1
7915,Yelahanka New Town,960.0,2.0,50.0,2
7917,Yelahanka New Town,1209.0,2.0,65.0,3
7918,Yelahanka New Town,1400.0,2.0,80.0,3
7919,Yelahanka New Town,450.0,1.0,15.0,1
7920,Yelahanka New Town,500.0,1.0,18.0,1
7921,Yelahanka New Town,1420.0,2.0,75.0,3
7922,Yelahanka New Town,1559.6266939129125,2.0,18.0,1
7924,Yelahanka New Town,2200.0,2.0,180.0,2
7925,Yelahanka New Town,488.0,1.0,20.0,1
7926,Yelahanka New Town,1100.0,2.0,58.0,2
7929,Yelahanka New Town,1000.0,2.0,44.0,2
7930,Yelahanka New Town,650.0,1.0,18.0,1
7932,Yelahanka New Town,1740.0,3.0,150.0,3
7933,Yelahanka New Town,1290.0,2.0,70.0,2
7935,Yelenahalli,1240.0,2.0,47.12,2
7936,Yelenahalli,1200.0,2.0,46.17,2
7938,Yelenahalli,1260.0,2.0,47.88,2
7940,Yelenahalli,1175.0,2.0,50.0,2
7941,Yelenahalli,1650.0,3.0,68.0,3
7942,Yelenahalli,1200.0,2.0,45.6,2
7943,Yelenahalli,1200.0,2.0,46.17,2
7944,Yelenahalli,1160.0,2.0,44.08,2
7946,Yeshwanthpur,1693.0,3.0,108.0,3
7947,Yeshwanthpur,667.0,1.0,36.85,1
7948,Yeshwanthpur,1950.0,4.0,130.0,4
7950,Yeshwanthpur,665.0,1.0,36.85,1
7954,Yeshwanthpur,671.0,1.0,36.85,1
7955,Yeshwanthpur,1277.5,2.0,95.815,2
7956,Yeshwanthpur,668.0,1.0,36.85,1
7957,Yeshwanthpur,1185.0,2.0,75.84,2
7958,Yeshwanthpur,1195.0,2.0,100.0,2
7959,Yeshwanthpur,1313.0,3.0,96.0,3
7960,Yeshwanthpur,1400.0,2.0,100.0,2
7963,Yeshwanthpur,673.0,1.0,36.85,1
7964,Yeshwanthpur,717.0,2.0,49.475,2
7967,Yeshwanthpur,605.0,1.0,41.745,1
7969,Yeshwanthpur,669.0,1.0,36.85,1
7971,Yeshwanthpur,3027.0,4.0,260.0,3
7974,Yeshwanthpur,670.0,1.0,36.85,1
7977,Yeshwanthpur,1240.0,2.0,80.0,2
7978,Yeshwanthpur,1713.0,3.0,110.0,3
7979,Yeshwanthpur,1144.0,2.0,67.0,2
7980,Yeshwanthpur,1541.0,2.0,130.0,2
7982,Yeshwanthpur,1362.0,2.0,100.0,2
7983,Yeshwanthpur,666.0,1.0,36.8,1
7984,Yeshwanthpur,1855.0,3.0,140.0,3
7986,Yeshwanthpur,1165.0,2.0,85.0,2
7989,Yeshwanthpur,1825.0,3.0,145.0,3
7991,Yeshwanthpur,994.0,2.0,54.67,1
7992,Yeshwanthpur,650.0,1.0,40.0,1
7993,Yeshwanthpur,1855.0,3.0,140.0,3
7994,Yeshwanthpur,1500.0,3.0,100.0,3
7999,Yeshwanthpur,674.0,1.0,36.85,1
8001,Yeshwanthpur,672.0,1.0,36.85,1
8004,Yeshwanthpur,1195.0,2.0,100.0,2
8005,Yeshwanthpur,1692.0,3.0,108.0,3
8007,Yeshwanthpur,2500.0,5.0,185.0,6
8012,Yeshwanthpur,1855.0,3.0,135.0,3
8013,Yeshwanthpur,1876.0,3.0,160.0,3
8015,other,2770.0,4.0,290.0,3
8018,other,600.0,1.0,38.0,1
8021,other,1500.0,2.0,185.0,2
8023,other,4395.0,3.0,240.0,3
8024,other,845.0,2.0,55.0,2
8025,other,2511.0,3.0,205.0,3
8026,other,1660.0,2.0,105.0,3
8028,other,1200.0,2.0,65.0,2
8029,other,1200.0,3.0,90.0,3
8033,other,782.0,2.0,55.68,2
8034,other,1800.0,3.0,120.0,3
8036,other,945.0,2.0,54.0,2
8037,other,1870.0,3.0,110.0,3
8038,other,1260.0,2.0,85.05,3
8040,other,2795.0,4.0,235.0,3
8042,other,1904.0,3.0,150.0,3
8043,other,2000.0,3.0,175.0,3
8046,other,1500.0,3.0,100.0,3
8048,other,1783.0,3.0,115.0,3
8049,other,912.0,2.0,70.0,3
8052,other,1580.0,3.0,100.0,3
8053,other,1415.0,3.0,78.0,3
8055,other,2405.0,4.0,260.0,3
8056,other,1500.0,2.0,115.0,2
8061,other,1060.0,2.0,60.0,2
8062,other,2600.0,8.0,180.0,8
8064,other,1285.0,2.0,72.5,2
8065,other,4050.0,3.0,280.0,3
8068,other,1280.0,2.0,69.0,2
8069,other,3045.0,3.0,170.0,3
8072,other,900.0,2.0,110.0,2
8077,other,1560.0,3.0,115.0,3
8080,other,1200.0,4.0,165.0,4
8082,other,1645.0,3.0,95.0,3
8083,other,1200.0,2.0,79.0,2
8085,other,1350.0,2.0,140.0,3
8086,other,1800.0,3.0,150.0,3
8088,other,1762.0,3.0,125.0,3
8090,other,1200.0,3.0,90.0,3
8091,other,2023.71,3.0,275.0,3
8097,other,2150.0,4.0,240.0,3
8100,other,3309.0,4.0,325.0,4
8101,other,5000.0,9.0,360.0,11
8103,other,1150.0,2.0,126.0,2
8106,other,1200.0,2.0,74.0,2
8109,other,1753.0,3.0,120.0,3
8111,other,720.0,2.0,45.0,2
8114,other,1200.0,3.0,165.0,4
8115,other,700.0,1.0,41.0,1
8117,other,1595.0,3.0,115.0,3
8118,other,1353.0,2.0,110.0,2
8119,other,1200.0,2.0,85.0,1
8122,other,1325.0,2.0,90.0,3
8125,other,1056.0,2.0,80.0,2
8128,other,1544.0,3.0,120.0,3
8129,other,1200.0,2.0,65.0,2
8130,other,540.0,1.0,36.0,1
8131,other,1578.0,3.0,180.0,3
8133,other,1600.0,2.0,115.0,2
8134,other,416.0,1.0,18.5,1
8137,other,834.0,1.0,60.0,1
8138,other,1125.0,4.0,70.0,3
8139,other,3000.0,5.0,260.0,4
8140,other,2160.0,5.0,250.0,6
8142,other,469.0,1.0,25.0,1
8147,other,1630.0,2.0,200.0,2
8149,other,1200.0,2.0,70.0,3
8150,other,1350.0,3.0,77.0,3
8151,other,4046.0,4.0,445.0,4
8152,other,1180.0,2.0,78.34,3
8153,other,1355.0,2.0,115.0,2
8154,other,600.0,1.0,50.0,1
8155,other,1875.0,3.0,165.0,3
8156,other,600.0,2.0,55.0,2
8159,other,1750.0,3.0,120.0,3
8162,other,1092.0,2.0,98.5,3
8165,other,1855.0,3.0,225.0,3
8169,other,425.0,1.0,20.03,1
8171,other,600.0,1.0,60.0,1
8172,other,1468.0,2.0,140.0,2
8173,other,4300.0,5.0,550.0,4
8175,other,775.0,2.0,55.0,2
8177,other,1559.6266939129125,2.0,93.0,1
8179,other,1352.0,3.0,135.0,3
8181,other,1200.0,3.0,95.0,4
8182,other,1976.0,3.0,184.0,3
8183,other,5500.0,4.0,600.0,4
8184,other,1559.6266939129125,2.0,45.0,2
8185,other,1200.0,3.0,95.0,3
8188,other,1180.0,2.0,69.0,2
8189,other,686.0,1.0,17.0,1
8191,other,1500.0,4.0,180.0,4
8193,other,1282.0,2.0,87.0,2
8195,other,1500.0,2.0,95.0,3
8196,other,1300.0,1.0,115.0,2
8197,other,530.0,1.0,20.0,1
8198,other,1350.0,2.0,80.0,2
8200,other,2400.0,6.0,125.0,8
8202,other,1141.0,2.0,62.0,2
8204,other,1559.6266939129125,1.0,110.0,1
8206,other,950.0,1.0,40.0,1
8213,other,1480.0,3.0,90.0,3
8214,other,1600.0,3.0,90.0,3
8215,other,1559.6266939129125,2.0,29.5,2
8216,other,1200.0,4.0,135.0,4
8218,other,1500.0,3.0,115.0,3
8219,other,1824.0,3.0,125.0,3
8220,other,750.0,1.0,56.25,1
8227,other,6000.0,5.0,400.0,4
8228,other,2400.0,3.0,170.0,3
8230,other,1500.0,2.0,98.0,3
8231,other,3095.0,3.0,350.0,3
8233,other,1200.0,1.0,28.0,1
8234,other,1500.0,3.0,100.0,3
8236,other,1560.0,5.0,145.0,5
8238,other,1560.0,3.0,188.0,3
8241,other,485.0,1.0,15.0,1
8247,other,1200.0,3.0,130.0,3
8248,other,1050.0,2.0,67.0,2
8249,other,1596.0,3.0,105.0,3
8253,other,1200.0,3.0,85.0,3
8254,other,1132.0,2.0,67.0,2
8256,other,1515.0,3.0,88.0,3
8259,other,1380.0,2.0,80.0,2
8262,other,4346.0,5.0,500.0,4
8264,other,2200.0,3.0,187.0,3
8265,other,3329.0,3.0,330.0,3
8266,other,3600.0,4.0,300.0,4
8267,other,3500.0,3.0,450.0,4
8269,other,1093.0,2.0,65.0,2
8271,other,1535.0,3.0,95.0,3
8273,other,1100.0,2.0,62.7,2
8276,other,2197.0,4.0,280.0,3
8278,other,1100.0,2.0,60.0,2
8279,other,1600.0,3.0,172.0,4
8280,other,1450.0,2.0,85.0,3
8281,other,2000.0,3.0,166.0,4
8285,other,1756.0,3.0,100.0,3
8286,other,1532.0,3.0,92.0,3
8287,other,1650.0,3.0,110.0,3
8288,other,1200.0,2.0,66.0,2
8290,other,1525.0,2.0,122.0,3
8294,other,2400.0,3.0,200.0,4
8295,other,1000.0,2.0,130.0,2
8297,other,3040.0,1.0,180.0,2
8299,other,1390.0,3.0,120.0,3
8301,other,1135.0,2.0,68.0,2
8302,other,900.0,2.0,55.0,2
8306,other,2500.0,3.0,250.0,3
8311,other,1168.0,3.0,70.0,3
8313,other,2100.0,4.0,155.0,4
8315,other,1515.0,3.0,93.93,3
8320,other,2700.0,4.0,214.0,6
8321,other,2000.0,3.0,210.0,3
8322,other,2400.0,4.0,300.0,5
8323,other,1760.0,3.0,176.0,3
8324,other,595.0,1.0,42.0,1
8329,other,1170.0,2.0,86.0,2
8330,other,2200.0,4.0,235.0,4
8331,other,1559.6266939129125,3.0,95.0,3
8339,other,1650.0,3.0,175.0,3
8341,other,1670.0,3.0,91.86,3
8345,other,1250.0,2.0,80.0,3
8346,other,1650.0,4.0,160.0,3
8347,other,800.0,2.0,50.0,2
8348,other,1225.0,2.0,150.0,2
8350,other,3675.0,4.0,367.0,4
8351,other,1200.0,2.0,150.0,2
8354,other,1350.0,2.0,80.0,2
8356,other,1614.0,3.0,110.0,3
8357,other,1188.0,2.0,73.0,2
8358,other,1480.0,3.0,90.0,3
8359,other,680.0,2.0,42.0,2
8362,other,955.0,2.0,53.55,2
8364,other,2479.13,3.0,215.0,3
8365,other,1100.0,2.0,106.0,2
8368,other,1925.0,3.0,120.0,3
8369,other,650.0,1.0,26.0,1
8371,other,2000.0,3.0,207.0,3
8372,other,1050.0,2.0,110.0,2
8374,other,2204.0,2.0,305.0,3
8380,other,1685.0,2.0,110.0,3
8382,other,1550.0,3.0,110.0,3
8383,other,500.0,1.0,20.0,1
8385,other,3155.0,4.0,370.0,3
8386,other,1765.0,3.0,105.0,3
8387,other,1265.0,2.0,70.0,2
8388,other,1012.0,2.0,59.0,2
8389,other,2045.0,4.0,154.0,3
8391,other,2400.0,4.0,280.0,6
8392,other,581.91,2.0,25.0,1
8393,other,1158.0,2.0,85.0,3
8394,other,925.0,2.0,51.0,2
8395,other,1415.0,2.0,110.0,2
8398,other,4750.0,5.0,600.0,4
8399,other,1840.0,3.0,155.0,3
8400,other,1350.0,2.0,185.0,2
8401,other,824.0,2.0,60.0,2
8402,other,1340.0,2.0,100.0,3
8403,other,1620.0,2.0,110.0,3
8404,other,1533.0,3.0,115.0,3
8405,other,1560.0,3.0,85.0,3
8407,other,750.0,1.0,25.0,1
8408,other,1375.0,2.0,85.0,3
8415,other,1500.0,3.0,88.0,3
8417,other,1140.0,2.0,76.0,2
8418,other,1198.0,2.0,84.0,2
8419,other,4000.0,4.0,520.0,4
8421,other,1370.0,2.0,75.0,2
8425,other,1000.0,1.0,55.0,2
8426,other,1200.0,2.0,125.0,2
8430,other,1050.0,1.0,70.0,1
8431,other,1200.0,2.0,80.0,3
8439,other,400.0,1.0,14.0,1
8441,other,1575.0,4.0,150.0,5
8443,other,4800.0,5.0,629.0,4
8444,other,1200.0,2.0,70.0,2
8446,other,1100.0,2.0,60.0,2
8448,other,1300.0,2.0,79.0,2
8450,other,3500.0,4.0,350.0,4
8452,other,1000.0,2.0,110.0,3
8459,other,2400.0,3.0,260.0,3
8460,other,1533.0,3.0,85.0,3
8463,other,1452.55,2.0,110.0,2
8464,other,2357.0,3.0,151.0,3
8465,other,1170.0,2.0,105.0,2
8466,other,1411.0,3.0,91.72,3
8468,other,3095.0,3.0,375.0,3
8470,other,1100.0,3.0,78.0,3
8472,other,3600.0,4.0,365.0,4
8475,other,1945.0,3.0,120.0,3
8477,other,1650.0,3.0,165.0,3
8478,other,1550.0,2.0,150.0,3
8480,other,1150.0,2.0,75.0,3
8481,other,1200.0,3.0,74.0,3
8482,other,1229.0,3.0,86.03,3
8483,other,1030.0,2.0,61.0,2
8484,other,600.0,1.0,32.0,1
8485,other,1165.0,2.0,135.0,2
8488,other,3000.0,4.0,240.0,4
8490,other,1315.0,2.0,90.0,2
8491,other,1210.0,2.0,72.0,2
8492,other,11338.0,9.0,1000.0,6
8494,other,30000.0,4.0,2100.0,4
8496,other,1170.0,2.0,68.0,2
8497,other,1600.0,2.0,110.0,2
8499,other,1370.0,2.0,75.0,3
8501,other,1980.0,3.0,224.0,3
8503,other,1700.0,3.0,97.0,3
8504,other,1900.0,3.0,160.0,3
8506,other,1100.0,2.0,75.0,2
8507,other,1929.0,3.0,115.0,3
8508,other,3161.0,4.0,214.0,4
8510,other,3515.0,3.0,420.0,3
8512,other,1100.0,2.0,70.0,2
8516,other,700.0,1.0,41.0,1
8521,other,3000.0,3.0,250.0,3
8522,other,1100.0,2.0,61.0,2
8523,other,1260.0,1.0,41.0,1
8524,other,1500.0,1.0,37.5,1
8525,other,600.0,1.0,17.0,1
8527,other,1165.0,2.0,75.0,2
8528,other,1272.0,4.0,75.0,3
8530,other,1600.0,5.0,140.0,5
8531,other,1559.6266939129125,2.0,38.0,2
8533,other,1000.0,2.0,65.0,3
8535,other,2400.0,4.0,325.0,3
8537,other,1463.0,1.0,142.0,2
8539,other,2401.0,3.0,185.0,3
8540,other,1875.0,2.0,235.0,3
8542,other,890.0,1.0,75.0,1
8545,other,2400.0,3.0,290.0,3
8547,other,1690.0,3.0,100.0,3
8550,other,1350.0,2.0,90.0,2
8551,other,1460.0,3.0,88.0,3
8552,other,1685.0,3.0,95.0,3
8553,other,800.0,1.0,52.0,1
8554,other,4000.0,5.0,280.0,4
8556,other,792.0,2.0,70.0,2
8559,other,2400.0,5.0,235.0,5
8562,other,461.82,1.0,31.7,1
8563,other,1500.0,2.0,85.0,3
8566,other,1260.0,2.0,75.0,2
8568,other,12000.0,12.0,525.0,10
8570,other,2820.0,3.0,285.0,3
8571,other,1950.0,3.0,130.0,3
8573,other,1350.0,2.0,140.0,3
8574,other,4051.0,4.0,345.0,4
8575,other,2100.0,3.0,170.0,3
8576,other,1991.0,3.0,160.0,3
8578,other,1200.0,3.0,66.0,3
8580,other,3000.0,4.0,342.0,4
8581,other,2400.0,6.0,245.0,6
8584,other,1375.0,2.0,105.0,2
8585,other,1693.0,3.0,108.0,3
8592,other,1150.0,2.0,77.5,3
8596,other,1058.0,2.0,60.0,2
8597,other,900.0,1.0,30.0,1
8598,other,1672.0,3.0,150.0,3
8601,other,1250.0,3.0,139.0,3
8602,other,1468.0,3.0,130.0,2
8606,other,1480.0,2.0,145.0,3
8609,other,2280.0,3.0,285.0,3
8610,other,2000.0,3.0,200.0,3
8613,other,1080.0,2.0,75.0,3
8614,other,2400.0,2.0,150.0,3
8616,other,1125.0,2.0,75.0,2
8617,other,1596.0,3.0,95.0,3
8618,other,1639.0,3.0,123.0,3
8620,other,1740.0,3.0,199.0,3
8621,other,1372.0,2.0,90.0,3
8623,other,6200.0,5.0,720.0,5
8626,other,925.0,2.0,63.0,2
8627,other,1200.0,3.0,95.0,4
8628,other,1200.0,2.0,79.0,2
8629,other,2500.0,3.0,270.0,3
8630,other,1584.0,3.0,145.0,4
8631,other,1570.0,3.0,115.0,3
8632,other,3000.0,3.0,400.0,3
8636,other,1750.0,3.0,180.0,3
8637,other,1500.0,1.0,160.0,2
8638,other,2100.0,6.0,275.0,6
8640,other,705.0,1.0,36.5,1
8641,other,1340.0,3.0,77.0,3
8645,other,1260.0,1.0,41.0,1
8646,other,1200.0,2.0,125.0,2
8647,other,1270.0,2.0,175.0,4
8648,other,1200.0,3.0,130.0,3
8649,other,3595.0,6.0,360.0,4
8651,other,3100.0,5.0,385.0,4
8653,other,1200.0,4.0,150.0,4
8654,other,3259.0,3.0,270.0,3
8657,other,596.0,1.0,42.0,1
8658,other,10000.0,16.0,550.0,16
8659,other,1200.0,4.0,110.0,4
8660,other,1910.0,3.0,190.0,3
8663,other,1750.0,3.0,149.0,3
8665,other,985.0,2.0,63.0,2
8666,other,1300.0,2.0,129.0,2
8667,other,1490.0,2.0,88.0,3
8671,other,650.0,1.0,30.0,1
8672,other,1500.0,2.0,89.99,3
8673,other,1350.0,4.0,145.0,4
8674,other,910.0,1.0,42.0,1
8677,other,532.0,1.0,22.49,1
8678,other,1060.0,3.0,62.0,3
8680,other,1550.0,2.0,160.0,2
8684,other,1000.0,2.0,80.0,2
8686,other,1500.0,2.0,97.0,3
8687,other,1865.0,4.0,140.0,3
8689,other,3500.0,4.0,245.0,4
8693,other,1320.0,2.0,73.0,3
8694,other,2150.0,6.0,205.0,6
8697,other,675.0,3.0,52.0,2
8698,other,1801.0,3.0,139.0,3
8700,other,2990.0,4.0,324.0,4
8701,other,2400.0,2.0,160.0,2
8703,other,1150.0,2.0,75.0,2
8704,other,1200.0,3.0,165.0,3
8711,other,1390.0,2.0,80.0,3
8712,other,1550.0,2.0,90.0,3
8715,other,1500.0,4.0,110.0,4
8717,other,1839.0,3.0,165.0,3
8719,other,900.0,2.0,70.0,2
8721,other,1500.0,3.0,149.0,3
8724,other,750.0,2.0,50.0,1
8725,other,600.0,3.0,75.0,2
8729,other,1500.0,1.0,19.5,1
8731,other,1200.0,2.0,70.0,2
8732,other,1200.0,2.0,160.0,2
8733,other,1904.0,3.0,155.0,3
8734,other,2770.0,4.0,315.0,3
8735,other,813.0,1.0,39.0,1
8738,other,1630.0,2.0,97.78,3
8740,other,2425.0,4.0,173.0,4
8744,other,1280.0,2.0,75.0,2
8745,other,735.0,1.0,75.0,1
8746,other,500.0,1.0,24.0,1
8748,other,1200.0,4.0,145.0,3
8749,other,1200.0,2.0,100.0,2
8750,other,1200.0,3.0,160.0,3
8751,other,1265.0,2.0,82.0,3
8755,other,2360.0,4.0,150.0,4
8756,other,1030.0,2.0,77.25,2
8758,other,2000.0,3.0,160.0,3
8759,other,1575.0,3.0,93.0,3
8760,other,1300.0,2.0,70.0,3
8762,other,1380.0,2.0,75.0,2
8767,other,3100.0,3.0,250.0,3
8768,other,1190.0,2.0,100.0,2
8769,other,1827.0,3.0,100.0,3
8770,other,1500.0,3.0,95.0,3
8776,other,1645.0,3.0,95.0,3
8777,other,1200.0,4.0,140.0,4
8780,other,1097.0,2.0,65.0,2
8781,other,1600.0,3.0,165.0,4
8783,other,900.0,2.0,110.0,2
8784,other,1200.0,2.0,125.0,2
8785,other,1355.0,2.0,75.0,2
